X,Y,Operator,Opref,Sitengr,Antennaht,Transtype,Freqband,Anttype,Powerdbw,Maxpwrdbw,Maxpwrdbm,Sitelat,Sitelng,pcd_sector,geo_code
427830.2157,207689.6263,Orange,OXF0118,SP2773007740,14,UMTS,2100,SECTOR,28.7,,65,51.767198,-1.598112,OX181,38
431620.7147,204979.3491,Orange,OXF0104,SP3152005030,15,GSM,1800,SECTOR,28.7,32,,51.74263,-1.543431,OX182,38
428170.2365,204999.3267,Orange,OXF0119,SP2807005050,19,UMTS,2100,SECTOR,29.5,,65,51.742993,-1.593402,OX182,38
431220.6191,201738.8985,Orange,OXF0184,SP3112001790,19,GSM,1800,SECTOR,27.1,32,,51.713518,-1.549515,OX182,38
431624.651,204979.2625,Three,OX0245,SP3152405030,11.8,UMTS,2100,Sectored,25.75,,65,51.742629,-1.543374,OX182,38
431624.651,204979.2625,T-Mobile,92828,SP3152405030,12.5,GSM,1800,SECTOR,31,32,,51.742629,-1.543374,OX182,38
431624.651,204979.2625,T-Mobile,92828,SP3152405030,12.5,GSM,1800,SECTOR,31,32,,51.742629,-1.543374,OX182,38
431624.651,204979.2625,T-Mobile,92828,SP3152405030,12.5,GSM,1800,SECTOR,31,32,,51.742629,-1.543374,OX182,38
431620.7089,203489.1615,Vodafone,1438,SP3152003540,14,GSM,900,Macro,22.4,32,,51.729232,-1.543566,OX182,38
431620.7089,203489.1615,Vodafone,1438,SP3152003540,14,GSM,900,Macro,22.5,32,,51.729232,-1.543566,OX182,38
431620.7089,203489.1615,Vodafone,1438,SP3152003540,14,GSM,900,Macro,22.3,32,,51.729232,-1.543566,OX182,38
428396.2584,200794.8882,Vodafone,22228,SP2829600846,15,GSM,900,Macro,25.9,32,,51.70518,-1.59047,OX182,38
428396.2584,200794.8882,Vodafone,22228,SP2829600846,15,GSM,900,Macro,25.9,32,,51.70518,-1.59047,OX182,38
428110.2541,206883.5756,O2,3495,SP2801006934,16.5,GSM,900,Sectored,9.69,32,,51.759937,-1.594119,OX183,38
428100.2243,206949.5871,Orange,OXF0079,SP2800007000,21,GSM,1800,OMNI,22.8,32,,51.760531,-1.594259,OX183,38
428125.236,206721.4938,Three,OX0115,SP2802506772,13.3,UMTS,2100,Sectored,26.56,,65,51.758479,-1.593915,OX183,38
428166.254,206123.4468,Three,OX0304,SP2806606174,12.6,UMTS,2100,Sectored,25.75,,65,51.7531,-1.593369,OX183,38
428166.254,206123.4468,T-Mobile,61308,SP2806606174,12.9,GSM,1800,SECTOR,26,32,,51.7531,-1.593369,OX183,38
428166.254,206123.4468,T-Mobile,61308,SP2806606174,12.9,GSM,1800,SECTOR,26,32,,51.7531,-1.593369,OX183,38
428166.254,206123.4468,T-Mobile,61308,SP2806606174,12.9,GSM,1800,SECTOR,26,32,,51.7531,-1.593369,OX183,38
428112.2749,206023.4895,Vodafone,69014,SP2801206074,15,GSM,900,Macro,23.1,32,,51.752204,-1.594159,OX183,38
428112.2749,206023.4895,Vodafone,69014,SP2801206074,15,GSM,900,Macro,23.1,32,,51.752204,-1.594159,OX183,38
428112.2749,206023.4895,Vodafone,69014,SP2801206074,15,GSM,900,Macro,23.1,32,,51.752204,-1.594159,OX183,38
428112.2749,206023.4895,Vodafone,69014,SP2801206074,15,UMTS,2100,Macro,27.1,,65,51.752204,-1.594159,OX183,38
428112.2749,206023.4895,Vodafone,69014,SP2801206074,15,UMTS,2100,Macro,27.1,,65,51.752204,-1.594159,OX183,38
428112.2749,206023.4895,Vodafone,69014,SP2801206074,15,UMTS,2100,Macro,27.1,,65,51.752204,-1.594159,OX183,38
424787.8187,211861.1634,Airwave,TVY021G,SP2468811911,16.3,TETRA,400,Directional,21,25,,51.804846,-1.641902,OX184,38
429136.4042,210230.9138,Airwave,TVY032T,SP2903610281,19.5,TETRA,400,Omni,17,25,,51.78998,-1.578972,OX184,38
424849.8789,211468.0671,O2,2898,SP2475011518,24,GSM,900,Sectored,24.5,32,,51.801309,-1.64103,OX184,38
422279.5086,212310.1683,Orange,GLO0117,SP2218012360,21,GSM,1800,SECTOR,29,32,,51.808988,-1.678251,OX184,38
425799.9427,208029.6575,Orange,OXF0035,SP2570008080,20,GSM,1800,SECTOR,27.2,32,,51.770352,-1.627507,OX184,38
425799.9427,208029.6575,Orange,OXF0035,SP2570008080,20,UMTS,2100,SECTOR,29.5,,65,51.770352,-1.627507,OX184,38
426870.1056,212470.2058,Orange,OXF0171,SP2677012520,15,GSM,1800,SECTOR,28.9,32,,51.810226,-1.611656,OX184,38
422279.5528,212300.1583,Three,OX0251,SP2218012350,22,UMTS,2100,Sectored,17.89,,65,51.808898,-1.678251,OX184,38
426414.0586,212875.2159,Three,OX0275,SP2631412925,10.25,UMTS,2100,Sectored,17.89,,65,51.813889,-1.61824,OX184,38
426414.0586,212875.2159,T-Mobile,61007,SP2631412925,10.9,GSM,1800,SECTOR,30,32,,51.813889,-1.61824,OX184,38
426414.0586,212875.2159,T-Mobile,61007,SP2631412925,10.9,GSM,1800,SECTOR,30,32,,51.813889,-1.61824,OX184,38
426414.0586,212875.2159,T-Mobile,61007,SP2631412925,10.9,GSM,1800,SECTOR,30,32,,51.813889,-1.61824,OX184,38
422279.5528,212300.1583,T-Mobile,92706,SP2218012350,22.5,GSM,1800,SECTOR,28,32,,51.808898,-1.678251,OX184,38
422279.5528,212300.1583,T-Mobile,92706,SP2218012350,22.5,GSM,1800,SECTOR,28,32,,51.808898,-1.678251,OX184,38
422279.5528,212300.1583,T-Mobile,92706,SP2218012350,22.5,GSM,1800,SECTOR,28,32,,51.808898,-1.678251,OX184,38
424774.8181,211700.1576,Vodafone,5948,SP2467511750,15,GSM,900,Macro,24.4,32,,51.803399,-1.642102,OX184,38
424774.8181,211700.1576,Vodafone,5948,SP2467511750,15,GSM,900,Macro,24.4,32,,51.803399,-1.642102,OX184,38
424774.8181,211700.1576,Vodafone,5948,SP2467511750,15,GSM,900,Macro,24.4,32,,51.803399,-1.642102,OX184,38
418843.1213,212149.1509,Vodafone,5949,SP1874412199,18,GSM,900,Macro,24.8,32,,51.807666,-1.728102,OX184,23
418843.1213,212149.1509,Vodafone,5949,SP1874412199,18,GSM,900,Macro,24.8,32,,51.807666,-1.728102,OX184,23
418843.1213,212149.1509,Vodafone,5949,SP1874412199,18,GSM,900,Macro,24.8,32,,51.807666,-1.728102,OX184,23
450126.0064,204962.2205,Three,OX0014,SP5002305013,13,UMTS,2100,Sectored,18.7,,65,51.74113,-1.275436,OX2 0,38
448403.8015,207829.6062,Three,OX0307,SP4830107880,10.1,UMTS,2100,Sectored,18.49,,65,51.76706,-1.299978,OX2 0,38
449902.9873,205749.3003,Vodafone,5352,SP4980005800,40,GSM,900,Macro,23.9,32,,51.748226,-1.278553,OX2 0,38
449902.9873,205749.3003,Vodafone,5352,SP4980005800,40,GSM,900,Macro,23.9,32,,51.748226,-1.278553,OX2 0,38
449902.9873,205749.3003,Vodafone,5352,SP4980005800,40,GSM,900,Macro,23.9,32,,51.748226,-1.278553,OX2 0,38
449902.9873,205749.3003,Vodafone,5352,SP4980005800,29.33,UMTS,2100,Macro,27.2,,65,51.748226,-1.278553,OX2 0,38
449902.9873,205749.3003,Vodafone,5352,SP4980005800,29.33,UMTS,2100,Macro,27.2,,65,51.748226,-1.278553,OX2 0,38
449902.9873,205749.3003,Vodafone,5352,SP4980005800,29.33,UMTS,2100,Macro,27.4,,65,51.748226,-1.278553,OX2 0,38
450421.0155,207179.5323,Network Rail,135,SP5031807230,15,GSM,900,MACRO,31,32,,51.761038,-1.270843,OX2 6,38
450421.0155,207179.5323,Network Rail,135,SP5031807230,15,GSM,900,MACRO,31,32,,51.761038,-1.270843,OX2 6,38
450916.085,206943.4666,O2,12845,SP5081306994,7,GSM,900,Microcell,6.5,32,,51.758871,-1.263705,OX2 6,38
450853.0678,207689.5232,Orange,OXF0076,SP5075007740,20,GSM,1800,SECTOR,30.3,32,,51.765584,-1.264509,OX2 6,38
450853.0678,207689.5232,Orange,OXF0076,SP5075007740,20,UMTS,2100,SECTOR,28,,65,51.765584,-1.264509,OX2 6,38
451068.1495,206984.4901,Three,OX0052,SP5096507035,16,UMTS,2100,Sectored,26.56,,65,51.759226,-1.261496,OX2 6,38
450314.0387,207282.465,Vodafone,55575,SP5021107333,15,UMTS,2100,Macro,29.5,,65,51.761973,-1.272378,OX2 6,38
450314.0387,207282.465,Vodafone,55575,SP5021107333,15,UMTS,2100,Macro,29.5,,65,51.761973,-1.272378,OX2 6,38
450314.0387,207282.465,Vodafone,55575,SP5021107333,15,UMTS,2100,Macro,29.5,,65,51.761973,-1.272378,OX2 6,38
451018.1088,208976.6862,Airwave,TVY164A,SP5091509027,24.3,TETRA,400,Omni,15,25,,51.777141,-1.261929,OX2 7,38
450953.1073,208956.6748,O2,12405,SP5085009007,17.1,GSM,900,Sectored,22,32,,51.776967,-1.262874,OX2 7,38
450953.1073,208956.6748,O2,12405,SP5085009007,17.1,UMTS,900,Sectored,26,32,,51.776967,-1.262874,OX2 7,38
450953.1073,208956.6748,O2,12405,SP5085009007,16.1,UMTS,2100,Sectored,29.8,,65,51.776967,-1.262874,OX2 7,38
450953.1091,208949.6673,Orange,OXF0173,SP5085009000,17.7,GSM,1800,SECTOR,30.8,32,,51.776904,-1.262875,OX2 7,38
450953.1091,208949.6673,Orange,OXF0173,SP5085009000,17.7,UMTS,2100,SECTOR,31.1,,65,51.776904,-1.262875,OX2 7,38
451083.1225,210159.8437,Three,OX0202,SP5098010210,9.35,UMTS,2100,Sectored,17.89,,65,51.787772,-1.260813,OX2 7,38
450964.1453,208963.6827,Three,OX0270,SP5086109014,16.35,UMTS,2100,Sectored,17.99,,65,51.777029,-1.262713,OX2 7,38
450964.1453,208963.6827,Three,OX0335,SP5086109014,17,UMTS,2100,Sectored,25.85,,65,51.777029,-1.262713,OX2 7,38
450964.1453,208963.6827,T-Mobile,91734,SP5086109014,17,GSM,1800,SECTOR,26,32,,51.777029,-1.262713,OX2 7,38
450964.1453,208963.6827,T-Mobile,91734,SP5086109014,13.2,GSM,1800,SECTOR,26,32,,51.777029,-1.262713,OX2 7,38
450964.1453,208963.6827,T-Mobile,91734,SP5086109014,17,GSM,1800,SECTOR,26,32,,51.777029,-1.262713,OX2 7,38
450964.1453,208963.6827,T-Mobile,91734,SP5086109014,17,UMTS,2100,SECTOR,18,,65,51.777029,-1.262713,OX2 7,38
450964.1453,208963.6827,T-Mobile,91734,SP5086109014,13,UMTS,2100,SECTOR,18,,65,51.777029,-1.262713,OX2 7,38
450964.1453,208963.6827,T-Mobile,91734,SP5086109014,17,UMTS,2100,SECTOR,18,,65,51.777029,-1.262713,OX2 7,38
450953.1073,208956.6748,Vodafone,22108,SP5085009007,15,GSM,900,Macro,25.4,32,,51.776967,-1.262874,OX2 7,38
450953.1073,208956.6748,Vodafone,22108,SP5085009007,15,GSM,900,Macro,26.4,32,,51.776967,-1.262874,OX2 7,38
450953.1073,208956.6748,Vodafone,22108,SP5085009007,15,GSM,900,Macro,26.8,32,,51.776967,-1.262874,OX2 7,38
450953.1073,208956.6748,Vodafone,22108,SP5085009007,12.5,UMTS,2100,Macro,27.1,,65,51.776967,-1.262874,OX2 7,38
450953.1073,208956.6748,Vodafone,22108,SP5085009007,12.5,UMTS,2100,Macro,27.1,,65,51.776967,-1.262874,OX2 7,38
450953.1073,208956.6748,Vodafone,22108,SP5085009007,12.5,UMTS,2100,Macro,27.1,,65,51.776967,-1.262874,OX2 7,38
450156.0611,211816.9998,Network Rail,3058,SP5005311867,15,GSM,900,MACRO,27,32,,51.802754,-1.274013,OX2 8,38
450156.0611,211816.9998,Network Rail,3058,SP5005311867,15,GSM,900,MACRO,27,32,,51.802754,-1.274013,OX2 8,38
449766,210897.9226,O2,582,SP4966310948,25.2,GSM,900,Sectored,24.26,32,,51.794526,-1.279801,OX2 8,38
449766,210897.9226,O2,582,SP4966310948,25.2,UMTS,900,Sectored,27.27,32,,51.794526,-1.279801,OX2 8,38
449653.9689,210164.8071,O2,37128,SP4955110215,12,GSM,900,Sectored,22.79,32,,51.787945,-1.28153,OX2 8,38
449766,210897.9226,O2,582,SP4966310948,25.2,UMTS,2100,Sectored,28.6,,65,51.794526,-1.279801,OX2 8,38
449703.9609,210145.8343,O2,48406,SP4960110196,13.8,UMTS,2100,Sectored,26.89,,65,51.78777,-1.280808,OX2 8,38
449762.9756,210889.8841,Orange,OXF0072,SP4966010940,21,GSM,1800,SECTOR,26.7,32,,51.794454,-1.279846,OX2 8,38
449679.965,210151.8267,Three,OX0204,SP4957710202,10.35,UMTS,2100,Sectored,17.89,,65,51.787826,-1.281155,OX2 8,38
449757.9699,210879.9351,Vodafone,5583,SP4965510930,29.2,GSM,900,Macro,25.7,32,,51.794365,-1.27992,OX2 8,38
449757.9699,210879.9351,Vodafone,5583,SP4965510930,29.2,GSM,900,Macro,25.7,32,,51.794365,-1.27992,OX2 8,38
449757.9699,210879.9351,Vodafone,5583,SP4965510930,29.2,GSM,900,Macro,25.7,32,,51.794365,-1.27992,OX2 8,38
449757.9699,210879.9351,Vodafone,5583,SP4965510930,29.2,GSM,1800,Macro,25.4,32,,51.794365,-1.27992,OX2 8,38
449757.9699,210879.9351,Vodafone,5583,SP4965510930,29.2,UMTS,2100,Macro,27.7,,65,51.794365,-1.27992,OX2 8,38
449757.9699,210879.9351,Vodafone,5583,SP4965510930,29.2,UMTS,2100,Macro,27.7,,65,51.794365,-1.27992,OX2 8,38
449757.9699,210879.9351,Vodafone,5583,SP4965510930,29.2,UMTS,2100,Macro,27.7,,65,51.794365,-1.27992,OX2 8,38
449703.9609,210145.8343,Vodafone,39514,SP4960110196,12,GSM,900,Macro,24.8,32,,51.78777,-1.280808,OX2 8,38
449703.9609,210145.8343,Vodafone,39514,SP4960110196,12,GSM,900,Macro,24.8,32,,51.78777,-1.280808,OX2 8,38
449703.9609,210145.8343,Vodafone,39514,SP4960110196,12.8,UMTS,2100,Macro,28,,65,51.78777,-1.280808,OX2 8,38
449703.9609,210145.8343,Vodafone,39514,SP4960110196,12.8,UMTS,2100,Macro,28,,65,51.78777,-1.280808,OX2 8,38
449703.9609,210145.8343,Vodafone,39514,SP4960110196,12.8,UMTS,2100,Macro,28,,65,51.78777,-1.280808,OX2 8,38
446355.5086,204700.1859,Airwave,TVY117N,SP4625304751,16.3,TETRA,400,Omni,17,25,,51.739098,-1.330074,OX2 9,38
448243.7751,205018.3002,O2,2581,SP4814105069,10.75,GSM,900,Sectored,24.5,32,,51.741799,-1.302686,OX2 9,38
448243.7751,205018.3002,O2,2581,SP4814105069,10.75,UMTS,900,Sectored,27.51,32,,51.741799,-1.302686,OX2 9,38
446389.5337,204687.2621,O2,43247,SP4628704738,17.5,GSM,900,Sectored,21.47,32,,51.738979,-1.329583,OX2 9,38
448243.7751,205018.3002,O2,2581,SP4814105069,10.6,UMTS,2100,Pico,27.6,,65,51.741799,-1.302686,OX2 9,38
447395.6783,205923.3503,O2,43245,SP4729305974,13.8,UMTS,2100,Sectored,26.89,,65,51.750008,-1.314845,OX2 9,38
448811.8401,205435.309,O2,48391,SP4870905486,11.69,UMTS,2100,Sectored,31,,65,51.745499,-1.294401,OX2 9,38
448632.8507,205989.3966,Orange,OXF0049,SP4853006040,22,GSM,1800,SECTOR,28.2,32,,51.750496,-1.296916,OX2 9,38
448302.7423,204939.2236,Orange,OXF0073,SP4820004990,15,GSM,1800,SECTOR,26.4,32,,51.741083,-1.301843,OX2 9,38
448302.7423,204939.2236,Orange,OXF0073,SP4820004990,15,UMTS,2100,SECTOR,28.7,,65,51.741083,-1.301843,OX2 9,38
447395.6971,205921.3483,Three,OX0212,SP4729305972,13.35,UMTS,2100,Sectored,17.89,,65,51.74999,-1.314845,OX2 9,38
448644.833,205985.3966,Three,OX0214,SP4854206036,21.3,UMTS,2100,Sectored,17.79,,65,51.750459,-1.296743,OX2 9,38
448202.7706,205024.2487,Three,OX0232,SP4810005075,10,UMTS,2100,Sectored,17.79,,65,51.741856,-1.303279,OX2 9,38
446383.5451,204715.2367,Three,OX0286,SP4628104766,13.35,UMTS,2100,Sectored,17.89,,65,51.739231,-1.329666,OX2 9,38
446383.5451,204715.2367,T-Mobile,61416,SP4628104766,15,GSM,1800,SECTOR,27,32,,51.739231,-1.329666,OX2 9,38
446383.5451,204715.2367,T-Mobile,61416,SP4628104766,15,GSM,1800,SECTOR,27,32,,51.739231,-1.329666,OX2 9,38
448202.7706,205024.2487,T-Mobile,93409,SP4810005075,10,GSM,1800,SECTOR,26,32,,51.741856,-1.303279,OX2 9,38
446383.5451,204715.2367,T-Mobile,61416,SP4628104766,14,UMTS,2100,SECTOR,18,,65,51.739231,-1.329666,OX2 9,38
446383.5451,204715.2367,T-Mobile,61416,SP4628104766,14,UMTS,2100,SECTOR,18,,65,51.739231,-1.329666,OX2 9,38
448202.7706,205024.2487,T-Mobile,93409,SP4810005075,10,UMTS,2100,SECTOR,16,,65,51.741856,-1.303279,OX2 9,38
446389.5337,204687.2621,Vodafone,22189,SP4628704738,15,GSM,900,Macro,25.2,32,,51.738979,-1.329583,OX2 9,38
446389.5337,204687.2621,Vodafone,22189,SP4628704738,15,GSM,900,Macro,25.2,32,,51.738979,-1.329583,OX2 9,38
446389.5337,204687.2621,Vodafone,22189,SP4628704738,15,GSM,900,Macro,25.5,32,,51.738979,-1.329583,OX2 9,38
446389.5337,204687.2621,Vodafone,22189,SP4628704738,15,UMTS,2100,Macro,28,,65,51.738979,-1.329583,OX2 9,38
446389.5337,204687.2621,Vodafone,22189,SP4628704738,15,UMTS,2100,Macro,28,,65,51.738979,-1.329583,OX2 9,38
446389.5337,204687.2621,Vodafone,22189,SP4628704738,15,UMTS,2100,Macro,29,,65,51.738979,-1.329583,OX2 9,38
447389.6363,205890.3697,Vodafone,39553,SP4728705941,12.5,GSM,900,Macro,25.2,32,,51.749712,-1.314937,OX2 9,38
447389.6363,205890.3697,Vodafone,39553,SP4728705941,12.5,GSM,900,Macro,25.2,32,,51.749712,-1.314937,OX2 9,38
447389.6363,205890.3697,Vodafone,39553,SP4728705941,12.5,GSM,900,Macro,25.2,32,,51.749712,-1.314937,OX2 9,38
447389.6363,205890.3697,Vodafone,39553,SP4728705941,13.5,UMTS,2100,Macro,28.2,,65,51.749712,-1.314937,OX2 9,38
447389.6363,205890.3697,Vodafone,39553,SP4728705941,13.5,UMTS,2100,Macro,28.2,,65,51.749712,-1.314937,OX2 9,38
447389.6363,205890.3697,Vodafone,39553,SP4728705941,13.5,UMTS,2100,Macro,28.2,,65,51.749712,-1.314937,OX2 9,38
445082.3803,217603.7391,Airwave,TVY012C,SP4498017653,16.3,TETRA,400,Directional,21,25,,51.85521,-1.346837,OX201,38
443735.2581,213956.2991,Network Rail,3215,SP4363314006,20,GSM,900,MACRO,26.5,32,,51.822525,-1.366855,OX201,38
441563.9977,221789.2754,O2,3552,SP4146221838,25,GSM,900,Sectored,24.77,32,,51.893112,-1.397416,OX201,38
445102.4512,217600.6934,Orange,OXF0055,SP4500017650,15,GSM,1800,SECTOR,28,32,,51.855181,-1.346546,OX201,38
445102.4512,217600.6934,Orange,OXF0055,SP4500017650,15,UMTS,2100,SECTOR,29.1,,65,51.855181,-1.346546,OX201,38
441602.0246,221801.2693,Orange,OXF0056,SP4150021850,30,GSM,1800,SECTOR,28.8,32,,51.893217,-1.396862,OX201,38
442702.1144,219450.9684,Orange,OXF0180,SP4260019500,14,GSM,1800,SECTOR,29.8,32,,51.872004,-1.381167,OX201,38
445152.4418,217640.7399,Three,OX0269,SP4505017690,15.3,UMTS,2100,Sectored,17.79,,65,51.855537,-1.345815,OX201,38
445152.4418,217640.7399,T-Mobile,91799,SP4505017690,16,GSM,1800,SECTOR,30,32,,51.855537,-1.345815,OX201,38
445152.4418,217640.7399,T-Mobile,91799,SP4505017690,16,GSM,1800,SECTOR,30,32,,51.855537,-1.345815,OX201,38
445152.4418,217640.7399,T-Mobile,91799,SP4505017690,16,GSM,1800,SECTOR,30,32,,51.855537,-1.345815,OX201,38
444964.3719,216850.6535,Vodafone,1377,SP4486216900,13.52,GSM,900,Macro,22.5,32,,51.848449,-1.348648,OX201,38
444964.3719,216850.6535,Vodafone,1377,SP4486216900,12.44,GSM,900,Macro,22.7,32,,51.848449,-1.348648,OX201,38
444964.3719,216850.6535,Vodafone,1377,SP4486216900,12.44,GSM,900,Macro,22.4,32,,51.848449,-1.348648,OX201,38
442116.0268,219707.9718,Vodafone,22356,SP4201419757,15,GSM,900,Macro,24.2,32,,51.874359,-1.389648,OX201,38
442116.0268,219707.9718,Vodafone,22356,SP4201419757,15,GSM,900,Macro,24.2,32,,51.874359,-1.389648,OX201,38
442116.0268,219707.9718,Vodafone,22356,SP4201419757,15,GSM,900,Macro,24.2,32,,51.874359,-1.389648,OX201,38
461639.49,217021.5915,Airwave,TVY052C,SP6153517071,21.3,TETRA,400,Omni,17,25,,51.848397,-1.106569,OX251,38
460554.3684,217850.6875,Orange,OXF0185,SP6045017900,14,GSM,1800,SECTOR,27.4,32,,51.855969,-1.122175,OX251,38
461191.4513,220587.0453,Three,OX0022,SP6108720636,13,UMTS,2100,Sectored,26.56,,65,51.880499,-1.112442,OX251,38
460630.399,219358.86,Three,OX0261,SP6052619408,10.3,UMTS,2100,Sectored,25.65,,65,51.869519,-1.120807,OX251,38
460630.399,219358.86,T-Mobile,91850,SP6052619408,12,GSM,1800,SECTOR,31,32,,51.869519,-1.120807,OX251,38
460630.399,219358.86,T-Mobile,91850,SP6052619408,12,GSM,1800,SECTOR,31,32,,51.869519,-1.120807,OX251,38
460630.399,219358.86,T-Mobile,91850,SP6052619408,12,GSM,1800,SECTOR,31,32,,51.869519,-1.120807,OX251,38
456440.8258,218491.8084,Network Rail,3353,SP5633718541,15,GSM,900,MACRO,29,32,,51.862163,-1.181791,OX252,38
456923.896,220721.071,O2,9522,SP5682020770,16.5,GSM,900,Sectored,25.25,32,,51.882155,-1.17441,OX252,38
457844.0274,221359.1765,Three,OX0021,SP5774021408,18,UMTS,2100,Sectored,26.56,,65,51.887797,-1.160937,OX252,38
455258.7295,218943.8563,Three,OX0053,SP5515518993,18.3,UMTS,2100,Sectored,18.7,,65,51.866345,-1.198883,OX252,38
454659.5822,216729.6427,O2,1988,SP5455616779,15,GSM,900,Sectored,24,32,,51.846498,-1.207933,OX253,38
454659.5822,216729.6427,O2,1988,SP5455616779,15,GSM,1800,Sectored,27.5,32,,51.846498,-1.207933,OX253,38
454683.6591,218860.8148,Orange,OXF0050,SP5458018910,20,GSM,1800,SECTOR,28.7,32,,51.865655,-1.207247,OX253,38
453723.4975,217370.718,Vodafone,4962,SP5362017420,15,GSM,900,Macro,25.4,32,,51.852352,-1.221421,OX253,38
453723.4975,217370.718,Vodafone,4962,SP5362017420,15,GSM,900,Macro,25.4,32,,51.852352,-1.221421,OX253,38
455103.7133,224751.5085,Orange,OXF0003,SP5500024800,15,GSM,1800,SECTOR,27.7,32,,51.918571,-1.200208,OX254,38
455097.7196,224683.4778,Three,OX0218,SP5499424732,11.3,UMTS,2100,Sectored,17.79,,65,51.91796,-1.200306,OX254,38
455103.7133,224751.5085,T-Mobile,93193,SP5500024800,12,GSM,1800,SECTOR,26,32,,51.918571,-1.200208,OX254,38
455103.7133,224751.5085,T-Mobile,93193,SP5500024800,12,GSM,1800,SECTOR,26,32,,51.918571,-1.200208,OX254,38
455063.705,224611.4688,Vodafone,22217,SP5496024660,12,GSM,900,Macro,27.2,32,,51.917316,-1.200812,OX254,38
455063.705,224611.4688,Vodafone,22217,SP5496024660,12,GSM,900,Macro,27.2,32,,51.917316,-1.200812,OX254,38
455063.705,224611.4688,Vodafone,22217,SP5496024660,12,GSM,900,Macro,27.2,32,,51.917316,-1.200812,OX254,38
451353.2572,226201.6972,O2,40375,SP5125026250,2,GSM,900,Sectored,-10.9,32,,51.931966,-1.254518,OX255,38
450923.1506,225781.6297,Orange,OXF7021,SP5082025830,11.5,GSM,1800,SECTOR,26.7,32,,51.928229,-1.260835,OX255,38
447065.6785,228136.9047,Airwave,TVY046O,SP4696328185,36,TETRA,400,Directional,21,25,,51.949742,-1.316608,OX256,38
447027.6688,228070.9205,O2,532,SP4692528119,36,GSM,900,Sectored,24.5,32,,51.949152,-1.31717,OX256,38
447002.6902,228051.8878,Orange,OXF0057,SP4690028100,28,GSM,1800,SECTOR,28.1,32,,51.948983,-1.317536,OX256,38
447025.6851,228069.9008,Three,OX0296,SP4692328118,22.1,UMTS,2100,Sectored,25.65,,65,51.949143,-1.317199,OX256,38
447032.711,228126.918,T-Mobile,92842,SP4693028175,22.8,GSM,1800,SECTOR,26,32,,51.949655,-1.317089,OX256,38
447032.711,228126.918,T-Mobile,92842,SP4693028175,22.8,GSM,1800,SECTOR,26,32,,51.949655,-1.317089,OX256,38
447032.711,228126.918,T-Mobile,92842,SP4693028175,22.8,GSM,1800,SECTOR,26,32,,51.949655,-1.317089,OX256,38
454934.7052,223250.3154,O2,9925,SP5483123299,16,GSM,900,Sectored,25.41,32,,51.905092,-1.202904,OX261,38
456423.8912,222701.3148,Three,OX0207,SP5632022750,30,UMTS,2100,Sectored,25.75,,65,51.900008,-1.18135,OX261,38
452843.415,221831.2056,Three,OX0278,SP5274021880,15.3,UMTS,2100,Sectored,25.75,,65,51.892536,-1.233516,OX261,38
452843.415,221831.2056,T-Mobile,61250,SP5274021880,15,GSM,1800,SECTOR,32,32,,51.892536,-1.233516,OX261,38
452843.415,221831.2056,T-Mobile,61250,SP5274021880,15,GSM,1800,SECTOR,30,32,,51.892536,-1.233516,OX261,38
452843.415,221831.2056,T-Mobile,61250,SP5274021880,15,GSM,1800,SECTOR,32,32,,51.892536,-1.233516,OX261,38
455603.7352,222451.2272,Vodafone,22185,SP5550022500,15,GSM,900,Macro,26,32,,51.897842,-1.193309,OX261,38
455603.7352,222451.2272,Vodafone,22185,SP5550022500,15,GSM,900,Macro,26,32,,51.897842,-1.193309,OX261,38
455603.7352,222451.2272,Vodafone,22185,SP5550022500,15,GSM,900,Macro,26,32,,51.897842,-1.193309,OX261,38
457246.996,223916.4333,Three,OX0276,SP5714323965,31,UMTS,2100,Sectored,18.4,,65,51.910848,-1.169187,OX263,38
457246.996,223916.4333,T-Mobile,61006,SP5714323965,16,GSM,1800,SECTOR,27,32,,51.910848,-1.169187,OX263,38
457246.996,223916.4333,T-Mobile,61006,SP5714323965,16,GSM,1800,SECTOR,27,32,,51.910848,-1.169187,OX263,38
457246.996,223916.4333,T-Mobile,61006,SP5714323965,16,GSM,1800,SECTOR,27,32,,51.910848,-1.169187,OX263,38
459331.1989,222728.2764,Network Rail,129,SP5922722777,25,GSM,900,MACRO,29,32,,51.899949,-1.139096,OX264,38
459304.1914,223051.3226,Orange,OXF0134,SP5920023100,19,GSM,1800,SECTOR,28.2,32,,51.902856,-1.139433,OX264,38
459804.2488,222951.2479,Orange,OXF7033,SP5970023000,11.5,GSM,1800,SECTOR,26.7,32,,51.901903,-1.132183,OX264,38
459804.2488,222951.2479,Orange,OXF7033,SP5970023000,11.5,UMTS,2100,SECTOR,22.6,,65,51.901903,-1.132183,OX264,38
459307.1971,223047.3536,Three,OX0228,SP5920323096,43.9,UMTS,2100,Sectored,26.26,,65,51.90282,-1.13939,OX264,38
459304.1914,223051.3226,T-Mobile,33377,SP5920023100,15,GSM,1800,SECTOR,26,32,,51.902856,-1.139433,OX264,38
459304.1914,223051.3226,T-Mobile,33377,SP5920023100,15,GSM,1800,SECTOR,26,32,,51.902856,-1.139433,OX264,38
459304.1914,223051.3226,T-Mobile,33377,SP5920023100,15,GSM,1800,SECTOR,26,32,,51.902856,-1.139433,OX264,38
